Listing Site Data[Product Name],Listing Site Data[Categories],Listing Site Data[Average Position],Listing Site Data[Clicks],Listing Site Data[Leads],Listing Site Data[Money Spent ($)],Listing Site Data[Channel],Listing Site Data[Location],Listing Site Data[Prospects],Listing Site Data[Paid],Listing Site Data[Paid Date],Listing Site Data[Date of report],Listing Site Data[Month],Listing Site Data[monthno],Listing Site Data[Monthrank],Listing Site Data[weekenddate],Listing Site Data[weeknum],Listing Site Data[weekstartdate],Listing Site Data[weekrank]
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","30-12-2020 0:00:00","Dec","12","4","27-12-2020 0:00:00","53","28-12-2020 0:00:00","12"
"Omnify","Class Registration","6","1","","10.25","Capterra","UNITED STATES","","0","","31-12-2020 0:00:00","Dec","12","4","27-12-2020 0:00:00","53","28-12-2020 0:00:00","12"
"Omnify","Membership Management","10","1","","10.25","GetApp","UNITED STATES","","0","","31-12-2020 0:00:00","Dec","12","4","27-12-2020 0:00:00","53","28-12-2020 0:00:00","12"
"Omnify","Membership Management","18","1","","10.75","Capterra","UNITED STATES","","0","","31-12-2020 0:00:00","Dec","12","4","27-12-2020 0:00:00","53","28-12-2020 0:00:00","12"
"Omnify","Reservations","8","1","","10.4","Capterra","UNITED STATES","","0","","31-12-2020 0:00:00","Dec","12","4","27-12-2020 0:00:00","53","28-12-2020 0:00:00","12"
"Omnify","Fitness","9","1","","12","Capterra","UNITED STATES","","0","","01-01-2021 0:00:00","Jan","1","5","27-12-2020 0:00:00","1","28-12-2020 0:00:00","12"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","01-01-2021 0:00:00","Jan","1","5","27-12-2020 0:00:00","1","28-12-2020 0:00:00","12"
"Omnify","Fitness","5","1","","9","GetApp","UNITED STATES","","0","","02-01-2021 0:00:00","Jan","1","5","27-12-2020 0:00:00","1","28-12-2020 0:00:00","12"
"Omnify","Coaching","4","1","","7.25","Capterra","UNITED STATES","","0","","03-01-2021 0:00:00","Jan","1","5","27-12-2020 0:00:00","2","28-12-2020 0:00:00","12"
"Omnify","Fitness","9","1","","12","Capterra","UNITED STATES","","0","","03-01-2021 0:00:00","Jan","1","5","27-12-2020 0:00:00","2","28-12-2020 0:00:00","12"
"Omnify","Coaching","3","1","","4","GetApp","UNITED STATES","","0","","04-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Coaching","0","1","","7.25","Capterra","UNITED STATES","","0","","05-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Fitness","9","1","","12","Capterra","UNITED STATES","","0","","05-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Class Registration","3","1","","13.75","GetApp","UNITED STATES","","0","","06-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Membership Management","22","1","","10.75","Capterra","UNITED STATES","","0","","06-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Membership Management","19","1","","5.75","GetApp","UNITED STATES","","0","","06-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Scheduling","12","1","","10.5","Capterra","UNITED STATES","","0","","07-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Membership Management","20","1","","13.25","Capterra","UNITED STATES","","0","","08-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Scheduling","5","1","","10.5","Capterra","UNITED STATES","","0","","08-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Class Registration","7","1","","12.25","Capterra","UNITED STATES","","0","","09-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Membership Management","20","1","","13.25","Capterra","UNITED STATES","","0","","09-01-2021 0:00:00","Jan","1","5","03-01-2021 0:00:00","2","04-01-2021 0:00:00","13"
"Omnify","Class Registration","8","1","","12.25","Capterra","UNITED STATES","","0","","11-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Class Registration","9","1","","5","GetApp","UNITED STATES","","0","","12-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Reservations","10","1","","10.25","Capterra","UNITED STATES","","0","","12-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Class Registration","2","1","","13.5","Software Advice","UNITED STATES","","0","","13-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Scheduling","32","1","","2.5","GetApp","UNITED STATES","","0","","13-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Reservations","7","1","","9.25","GetApp","UNITED STATES","","0","","14-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Fitness","8","1","","12","Capterra","UNITED STATES","","0","","15-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Membership Management","20","1","","13.25","Capterra","UNITED STATES","","0","","15-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Class Registration","7","1","","12.25","Capterra","UNITED STATES","","0","","16-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Fitness","8","1","","12","Capterra","UNITED STATES","","0","","16-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Fitness","4","1","","9","GetApp","UNITED STATES","","0","","16-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Membership Management","2","1","","13.25","Capterra","UNITED STATES","","0","","16-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Reservations","7","1","","9.25","GetApp","UNITED STATES","","0","","16-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","3","11-01-2021 0:00:00","14"
"Omnify","Fitness","8","1","","12","Capterra","UNITED STATES","","0","","17-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","4","11-01-2021 0:00:00","14"
"Omnify","Reservations","10","1","","10.25","Capterra","UNITED STATES","","0","","17-01-2021 0:00:00","Jan","1","5","10-01-2021 0:00:00","4","11-01-2021 0:00:00","14"
"Omnify","Fitness","11","1","","11.25","Capterra","UNITED STATES","","0","","18-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Scheduling","10","1","","10.5","Capterra","UNITED STATES","","0","","18-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Membership Management","19","1","","13.25","Capterra","UNITED STATES","","0","","19-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Reservations","7","1","","9.25","GetApp","UNITED STATES","","0","","20-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Reservations","0","1","","10.25","Capterra","UNITED STATES","","0","","20-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Class Registration","2","1","","13.5","Software Advice","UNITED STATES","","0","","21-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Class Registration","8","1","","10.5","Capterra","UNITED STATES","","0","","21-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Scheduling","2","1","","9.5","Capterra","UNITED STATES","","0","","22-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Class Registration","6","1","","10.5","Capterra","UNITED STATES","","0","","23-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Reservations","8","1","","10.25","Capterra","UNITED STATES","","0","","23-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","4","18-01-2021 0:00:00","15"
"Omnify","Reservations","8","1","","9.25","GetApp","UNITED STATES","","0","","24-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","5","18-01-2021 0:00:00","15"
"Omnify","Scheduling","13","1","","9.5","Capterra","UNITED STATES","","0","","24-01-2021 0:00:00","Jan","1","5","17-01-2021 0:00:00","5","18-01-2021 0:00:00","15"
"Omnify","Reservations","5","1","","10.4","GetApp","UNITED STATES","","0","","26-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","5","1","","10.4","GetApp","UNITED STATES","","0","","27-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","7","1","","10.25","Capterra","UNITED STATES","","0","","27-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Class Registration","6","1","","10.5","Capterra","UNITED STATES","","0","","29-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","29-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Reservations","6","1","","10.25","Capterra","UNITED STATES","","0","","29-01-2021 0:00:00","Jan","1","5","24-01-2021 0:00:00","5","25-01-2021 0:00:00","16"
"Omnify","Scheduling","18","1","","9.5","Capterra","UNITED STATES","","0","","01-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Class Registration","9","1","","10.5","Capterra","UNITED STATES","","0","","02-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Fitness","11","1","","11.75","Capterra","UNITED STATES","","0","","03-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Scheduling","19","1","","9.5","Capterra","UNITED STATES","","0","","03-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Fitness","11","1","","11.75","Capterra","UNITED STATES","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Reservations","10","1","","10.25","Capterra","UNITED STATES","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","05-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Reservations","10","1","","10.25","Capterra","UNITED STATES","","0","","05-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Membership Management","11","1","","11.25","GetApp","UNITED STATES","","0","","06-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","06-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Class Registration","6","1","","10.5","Capterra","UNITED STATES","","0","","07-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","7","01-02-2021 0:00:00","17"
"Omnify","Membership Management","12","1","","11.25","GetApp","UNITED STATES","","0","","08-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","17","1","","10","Capterra","UNITED STATES","","0","","08-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","08-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","12","1","","11.25","GetApp","UNITED STATES","","0","","09-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","17","1","","10","Capterra","UNITED STATES","","0","","09-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Class Registration","7","1","","10.5","Capterra","UNITED STATES","","0","","10-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","25","1","","13","Capterra","UNITED STATES","","0","","10-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","11","1","","12.75","GetApp","UNITED STATES","","0","","10-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","11","1","","12.75","GetApp","UNITED STATES","","0","","11-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","11-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Class Registration","4","1","","10.5","Software Advice","UNITED STATES","","0","","12-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","9","1","","13","Capterra","UNITED STATES","","0","","12-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","11","1","","12.75","GetApp","UNITED STATES","","0","","12-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","7","08-02-2021 0:00:00","18"
"Omnify","Membership Management","23","1","","13","Capterra","UNITED STATES","","0","","14-02-2021 0:00:00","Feb","2","6","07-02-2021 0:00:00","8","08-02-2021 0:00:00","18"
"Omnify","Membership Management","10","1","","12.75","GetApp","UNITED STATES","","0","","15-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Scheduling","3","1","","9.5","Capterra","UNITED STATES","","0","","15-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Class Registration","4","1","","10.5","Software Advice","UNITED STATES","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Membership Management","10","1","","12.75","GetApp","UNITED STATES","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Membership Management","13","1","","13","Capterra","UNITED STATES","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","17-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Scheduling","13","1","","9.25","Capterra","UNITED STATES","","0","","18-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","8","15-02-2021 0:00:00","19"
"Omnify","Reservations","8","1","","13.25","Capterra","UNITED STATES","","0","","21-02-2021 0:00:00","Feb","2","6","14-02-2021 0:00:00","9","15-02-2021 0:00:00","19"
"Omnify","Class Registration","2","1","","10.5","Software Advice","UNITED STATES","","0","","22-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Class Registration","14","1","","11.25","Capterra","UNITED STATES","","0","","22-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Reservations","4","1","","10.5","GetApp","UNITED STATES","","0","","22-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Reservations","13","1","","10.75","Capterra","UNITED STATES","","0","","23-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Class Registration","7","1","","10.5","Capterra","UNITED STATES","","0","","24-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Scheduling","13","1","","9.25","Capterra","UNITED STATES","","0","","24-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","26-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Reservations","7","1","","4.25","GetApp","UNITED STATES","","0","","27-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","9","22-02-2021 0:00:00","20"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","28-02-2021 0:00:00","Feb","2","6","21-02-2021 0:00:00","10","22-02-2021 0:00:00","20"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","01-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Reservations","0","1","","10.75","Capterra","UNITED STATES","","0","","01-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Reservations","10","1","","10.75","Capterra","UNITED STATES","","0","","03-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Scheduling","11","1","","9.75","Capterra","UNITED STATES","","0","","05-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Scheduling","3","1","","9.75","Capterra","UNITED STATES","","0","","06-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Membership Management","13","1","","8.5","GetApp","UNITED STATES","","0","","07-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","11","01-03-2021 0:00:00","21"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","07-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","11","01-03-2021 0:00:00","21"
"Omnify","Class Registration","6","1","","11.5","Capterra","UNITED STATES","","0","","08-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Reservations","5","1","","10.5","GetApp","UNITED STATES","","0","","08-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Scheduling","13","1","","9.5","Capterra","UNITED STATES","","0","","09-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Membership Management","13","1","","8.5","GetApp","UNITED STATES","","0","","10-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Scheduling","13","1","","9.5","Capterra","UNITED STATES","","0","","10-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Reservations","10","1","","10.75","Capterra","UNITED STATES","","0","","11-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Scheduling","13","1","","9.5","Capterra","UNITED STATES","","0","","11-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Reservations","10","1","","10.75","Capterra","UNITED STATES","","0","","13-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","11","08-03-2021 0:00:00","22"
"Omnify","Membership Management","12","1","","8.5","GetApp","UNITED STATES","","0","","14-03-2021 0:00:00","Mar","3","7","07-03-2021 0:00:00","12","08-03-2021 0:00:00","22"
"Omnify","Reservations","9","1","","10.75","Capterra","UNITED STATES","","0","","15-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Scheduling","14","1","","9.5","Capterra","UNITED STATES","","0","","15-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Class Registration","5","1","","16.5","Capterra","UNITED STATES","","0","","16-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Membership Management","13","1","","8.5","GetApp","UNITED STATES","","0","","16-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Membership Management","13","1","","8.5","GetApp","UNITED STATES","","0","","17-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Membership Management","22","1","","10.25","Capterra","UNITED STATES","","0","","18-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Membership Management","5","1","","10.25","Capterra","UNITED STATES","","0","","19-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Reservations","5","1","","10.4","GetApp","UNITED STATES","","0","","19-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Reservations","10","1","","10.75","Capterra","UNITED STATES","","0","","19-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Membership Management","3","1","","10.25","Capterra","UNITED STATES","","0","","20-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Reservations","5","1","","10.4","GetApp","UNITED STATES","","0","","20-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","12","15-03-2021 0:00:00","23"
"Omnify","Membership Management","22","1","","10.25","Capterra","UNITED STATES","","0","","21-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","13","15-03-2021 0:00:00","23"
"Omnify","Scheduling","12","1","","9.25","Capterra","UNITED STATES","","0","","21-03-2021 0:00:00","Mar","3","7","14-03-2021 0:00:00","13","15-03-2021 0:00:00","23"
"Omnify","Class Registration","3","1","","14.5","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Membership Management","20","1","","10.25","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","9","1","","10.75","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Class Registration","5","1","","14.5","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Class Registration","5","1","","14.5","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","9","1","","10.75","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Scheduling","13","1","","9.25","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Yoga Studio","6","1","","12.75","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Class Registration","2","1","","14.5","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","9","1","","10.4","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","7","1","","10.4","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Yoga Studio","5","1","","11.75","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","6","1","","10.4","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Reservations","4","1","","10.4","GetApp","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Yoga Studio","6","1","","11.75","Capterra","UNITED STATES","","0","","","","","1","","","31-12-1899 0:00:00","1"
"Omnify","Fitness","10","1","","11.25","Capterra","UNITED STATES","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Membership Management","23","1","","10.25","Capterra","UNITED STATES","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Swim School","2","1","","13.25","Capterra","UNITED STATES","","0","","04-02-2021 0:00:00","Feb","2","6","31-01-2021 0:00:00","6","01-02-2021 0:00:00","17"
"Omnify","Class Registration","9","1","","11","Capterra","UNITED STATES","","0","","04-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Fitness","3","1","","10.5","GetApp","UNITED STATES","","0","","04-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Membership Management","23","1","","10.25","Capterra","UNITED STATES","","0","","04-03-2021 0:00:00","Mar","3","7","28-02-2021 0:00:00","10","01-03-2021 0:00:00","21"
"Omnify","Fitness","10","1","","11.25","Capterra","UNITED STATES","","0","","04-04-2021 0:00:00","Apr","4","8","28-03-2021 0:00:00","15","29-03-2021 0:00:00","24"
"Omnify","Club Management","13","1","","11","Capterra","UNITED STATES","","0","","04-05-2021 0:00:00","May","5","9","02-05-2021 0:00:00","19","03-05-2021 0:00:00","25"
"Omnify","Fitness","3","1","","10.5","GetApp","UNITED STATES","","0","","04-05-2021 0:00:00","May","5","9","02-05-2021 0:00:00","19","03-05-2021 0:00:00","25"
"Omnify","Membership Management","4","1","","10.25","Capterra","UNITED STATES","","0","","04-05-2021 0:00:00","May","5","9","02-05-2021 0:00:00","19","03-05-2021 0:00:00","25"
"Omnify","Reservations","10","1","","10.75","Capterra","UNITED STATES","","0","","04-05-2021 0:00:00","May","5","9","02-05-2021 0:00:00","19","03-05-2021 0:00:00","25"
"Omnify","Club Management","14","1","","10.75","Capterra","UNITED STATES","","0","","04-06-2021 0:00:00","Jun","6","10","30-05-2021 0:00:00","23","31-05-2021 0:00:00","26"
"Omnify","Fitness","11","1","","11.25","Capterra","UNITED STATES","","0","","04-06-2021 0:00:00","Jun","6","10","30-05-2021 0:00:00","23","31-05-2021 0:00:00","26"
"Omnify","Reservations","9","1","","10.75","Capterra","UNITED STATES","","0","","04-06-2021 0:00:00","Jun","6","10","30-05-2021 0:00:00","23","31-05-2021 0:00:00","26"
